name;artist;album;release_date;duration_ms;popularity;genres
Keep It Up;DJ Crisps;Keep It Up;2022-03-18;358261;12;['uk garage', 'uk funky', 'bassline', 'breakbeat']
Carnage;Trends, Boylan;Ninety Nine;2023-07-07;313500;9;['bassline', 'uk garage', 'dubstep', 'grime']
Fall From A Star;Kill Paradise;The Second Effect;2009-11-06;246906;25;[]
Let It Breathe;Villem, Mcleod, Leo Wood;Playing the Changes;2018-09-14;289755;28;['melodic house', 'liquid funk', 'drum and bass', 'jungle']
Ostblock2;RekuudoTekk;Ostblock2;2023-02-20;150845;38;['tekno']
Different Side;Michael Bibi, KinAhau, Audio Bullys;Different Side;2023-03-03;193710;52;['house', 'tech house', 'big beat', 'techno']
Lluvias de marzo_remix x [Plasaporros];VVV [Trippin'you], Plasaporros;Turboviolencia_remixes;2022-11-10;182195;22;['darkwave', 'tekno', 'post-punk', 'cold wave']
Ágrabah;AEREA;Ágrabah;2022-07-11;315428;13;[]
Los Ácidos de Marcos;Javi Rayante;Los Ácidos de Marcos;2019-05-05;248268;0;['tekno']
guardian angel;lucigarci, Faxu, 60k Cvndy;guardian angel;2023-08-11;106666;21;['hyperpop']
Ease My Mind (feat. Niki and the Dove);Skrillex, Niki & The Dove;Recess;2014-03-14;302520;47;['electronic', 'electro', 'dubstep', 'edm']
Let's go;DONGURIZU;DONGRHYTHM;2024-06-28;146867;31;['j-rap']
Atmosphere;FISHER, Kita Alexander;Atmosphere;2023-08-11;182857;71;['house', 'tech house', 'techno']
Guess featuring billie eilish;Charli xcx, Billie Eilish;Guess featuring billie eilish;2024-08-01;143330;79;['art pop', 'hyperpop']
summer on the inside;warner case, Jean Tonique, Max Kaluza;summer on the inside;2021-07-30;205166;64;['french house', 'nu disco']
Fake ID (Coke & Rum Remix);Riton, Kah-Lo, GEE LEE;Fake ID (Coke & Rum Remix);2022-12-15;126720;71;['house']
Would You (go to bed with me?);Campbell, Alcemist;Would You (go to bed with me?);2023-07-21;120522;67;['drum and bass']
Back to the Groove;Justin Jay, coldsweat, DJ Deeon;Back to the Groove;2024-05-30;269625;53;['chicago house', 'miami bass']
Yai Yai;Mohama Saz;Máquina de Guerra;2024-01-12;260522;0;['psychedelic rock']
Tu Tiens a la Vie;Guigoo;Tu Tiens a la Vie;2018-07-18;285600;12;['frenchcore', 'tekno']
No Quiero Verte;Chico Blanco;Gominola;2020-03-13;236107;11;[]
Woops - Original Remastered Mix;Dj Bountyhunter;Woops;2015-10-26;256821;22;['gabber']
leavemealone;Fred again.., Baby Keem;USB;2024-04-09;222784;9;['house', 'stutter house']
Morenita;HUGEL, Cumbiafrica;Morenita;2021-06-25;176491;66;['tech house', 'afro house', 'latin house', 'tribal house']
10 Drunk Cigarettes;Girly Girl Productions;DEMURE;2024-08-14;125142;5;[]
Quiere Vacilar Na Más;GAZZI, Natural Language;ELLA;2021-05-13;234330;24;['flamenco']
Jet Plane;Gusted;Jet Plane;2022-12-08;182409;53;['techno']
Selecta;Skrillex, BEAM;Don’t Get Too Close;2023-02-18;190476;42;['electronic', 'electro', 'dubstep', 'edm']
searching;wilo wilde;searching;2024-05-08;182706;20;['stutter house']
I Follow Rivers - The Magician Remix;Lykke Li, The Magician;I Follow Rivers (The Magician Remix);2011-10-10;280069;67;[]
Day 'N' Nite - Crookers Remix;Kid Cudi, Crookers;Man On The Moon: The End Of Day (Int'l Version);2009-01-01;281746;61;['italian trap']
NOT.MY.TYPE;AEREA;NOT.MY.TYPE;2022-08-24;205000;20;[]
Only In My Mind;Kenya Grace;Only In My Mind;2023-10-06;161137;50;[]
I Know;CHEEKS;I Know;2023-11-17;147692;30;['stutter house']
Lost;Carlos Real;Lost;2023-12-15;232500;15;[]
TRIPPIN;BUNT., Mapei;TRIPPIN;2024-06-28;202881;62;['stutter house']
HER;longstoryshort;HER;2023-03-03;156157;34;['stutter house', 'bass house']
nasha;Sommaiya Angrish;nasha;2024-03-11;154000;10;['hindi indie', 'indian indie']
just stand there;Fred again.., SOAK;ten days;2024-09-06;260997;57;['house', 'stutter house']
With You, Friends (Long Drive);Skrillex;Scary Monsters and Nice Sprites (Deluxe Tour Edition);2010-12-21;389023;37;['electronic', 'electro', 'dubstep', 'edm']
Candy Thief;Beatpella House;Candy Thief;2024-08-30;125322;43;[]
Rugrat;Jordan Sanchez;Rugrat;2024-06-28;153070;9;[]
Umtahemd;Fäaschtbänkler;Umtahemd;2024-09-13;143094;50;['schlagerparty', 'schlager']
Tangos De Copera;La Plazuela, Natural Language;Tangos De Copera;2021-09-16;267576;40;['flamenco', 'flamenco pop']
kusha las paya - remix;Robzzz;kusha las paya (remix);2022-03-15;156642;21;['tekno']
Ringui Dingui - Andrés Campo Remix;Kase.O, SFDK, Andres Campo;Ringui Dingui (Andrés Campo Remix);2022-06-17;406356;34;['techno', 'hard techno', 'latin hip hop', 'acid techno']
Mi puto swag;Teo Lucadamo, JOD;Mi puto swag;2023-12-14;148038;29;[]
LA TOSTADA - Tony G Tapes;Tony Grox, Teo Lucadamo;LA TOSTADA (Tony G Tapes);2023-02-15;145320;37;[]
Hombre Clavo;Chill Mafia Records, Nerve Agent;Agur Eta Ohore X Allá Va La Despedida;2024-09-18;207272;32;['tekno']
Phonky Tribu;Funk Tribu;The Midnight Club GT;2021-10-21;286145;56;['phonk', 'techno', 'hard house', 'hard techno']
DIE LIEBE KOMMT NICHT AUS BERLIN;Brutalismus 3000;ULTRAKUNST;2023-04-07;206626;52;['techno', 'hard techno', 'acid techno', 'rave', 'gabber', 'tekno']
SOÑAR;EARGASM GOD;SOÑAR;2021-03-02;337671;47;['techno', 'hard techno', 'acid techno', 'hard house', 'tekno']
Why's this dealer?;Niko B;Why's this dealer?;2024-08-29;129571;59;[]
Hasta Tarde (Till Late);Kid Simius, Chico Blanco;JOSÈ;2024-08-23;349180;8;[]
El Ritmo & Yo;Chico Blanco;MARICAS (Compilation Vol. 2);2024-03-01;319805;9;[]
Superglú;Teuma Thug;Superglú;2021-08-11;186352;18;[]
Clouds;BUNT., Nate Traveller;Levi Don't Do It;2024-01-19;158760;73;['stutter house']
Zure Kebapa;Chill Mafia Records, Tatxers;Ezorregatik X Berpizkundea;2021-02-14;283725;28;['jangle pop']
ronaldinho;1111, 9ckles, Armas, Fedra, ru0001;la mil ciento once;2022-10-28;132713;32;['hyperpop']
Fahrradsattel;Pisse;Kohlrübenwinter;2016-09-19;109049;38;[]
Feed Your Soul;Interupt;Feed Your Soul;2023-04-28;157241;22;['bassline', 'bass house']
Hurt;Maikubi, VOLT VISION;Hurt;2023-01-13;127440;44;['phonk', 'drift phonk']
Cada superficie;Casero;estoy exagerando???;2024-11-08;155145;27;[]
Nightcall;Kavinsky;Nightcall;2010;258413;70;['synthwave', 'french house']
Rewind;Highkili, Guim;Rewind;2023-04-14;150229;11;['uk garage', 'breakbeat', 'neoperreo']
Dónde está er camino;VAN17INO6, Robzzz, Plasaporros;ER PATIO LOS NEONES;2021-07-09;253261;20;['tekno']
Quizz;VAN17INO6, Killmiya, Plasaporros;ER PATIO LOS NEONES;2021-07-09;123479;14;['tekno']
Warra;VAN17INO6, Chico Blanco;ER PATIO LOS NEONES;2021-07-09;185335;14;[]
100 pistas;VAN17INO6, Plasaporros;ER PATIO LOS NEONES;2021-07-09;225489;6;['tekno']
Psycho Dreams (Sped Up);Kill Eva, ENCASSATOR;Psycho Dreams (Sped Up);2023-03-17;123333;67;['phonk']
Como Se Dice;Perra Inmunda, Chico Blanco;Como Se Dice;2024-11-13;269094;18;[]
Mira La Niña_Chico Blanco_Remix;La Plazuela, Chico Blanco;RONEO FUNK CLUB_REMIXED;2023-10-05;306700;16;['flamenco', 'flamenco pop']
Diva;Javiera Mena, Chico Blanco;Nocturna;2022-09-30;206832;14;['latin alternative', 'latin indie', 'electropop']
Techo;Ciutat, Chico Blanco;Brandon;2023-01-27;250246;17;[]
Alas para Volar;Colectivo Da Silva, Chico Blanco;Vacaciones;2019-10-25;203089;9;[]
Bipolar;Sandro Jeeawock, Chico Blanco, Swallow X;Lucky Luciano;2018-07-27;141818;1;['hyperpop']
La Carta Exagerada - Chico Blanco Remix;Hidrogenesse, Chico Blanco;La Carta Exagerada (Chico Blanco Remix);2020-11-18;372396;4;['electroclash']
Mama, avui tampoc dormo a casa - Hadren Remix;LaFrancesssa, Hadren, Chico Blanco;Hard Cor fa un pensa (Remixes);2023-05-11;196400;2;['neoperreo']
Chico Serio;Hnos Munoz, GAZZI;Chico Serio;2022-07-14;218880;28;[]
Qué Tengo Que Hacer;GAZZI;Puro Mareo (Vol. 2);2022-05-06;280615;6;[]
I Like It;Perra Inmunda, Chico Blanco;Chico Perra;2024-11-27;210239;10;[]
Ayer Te Vi;Perra Inmunda, Chico Blanco;Chico Perra;2024-11-27;377506;11;[]
Ocean;FISHER, AR/CO;Ocean;2024-11-29;196923;63;['house', 'tech house', 'techno']
Color Blind;Diplo, Lil Xan;Color Blind;2018-03-22;177480;52;['moombahton', 'cloud rap']
Jenny (I Wanna Ruin Our Friendship);Studio Killers;Jenny (I Wanna Ruin Our Friendship);2020-12-04;215280;65;[]
Mi Fábrica de Baile;Hnos Munoz, Joe Crepúsculo;Mi Fábrica de Baile;2023-12-14;148064;35;['latin indie']
heavy;MAYV;heavy;2024-12-16;173731;17;['melodic bass']
Gibraltar;Soto Asa;Gibraltar;2022-12-09;208375;38;['neoperreo']
ЗАВОД;ZAPRAVKA;ЗАВОД;2023-12-15;123000;64;['techno', 'rave', 'hard techno', 'tekno']
UN BESO Y UNA FLOR;Ana Farelo, J Po;NOSTALGIA;2024-07-04;182763;20;[]
Nunca Volverá;Seo Jaleo, Shama;Nunca Volverá;2024-03-08;177391;32;[]
TUSSI;Barry B;CHATO;2024-11-21;90270;30;['jersey club']
Nokia Riddem;Catalyst;Nokia Riddem;2024-09-19;73461;22;[]
Embrace;Pastel Ghost;Abyss;2015-03-10;204124;63;['witch house', 'darkwave']
