name;artist;album;release_date;duration_ms;popularity;genres;YouTube_Title;YouTube_URL;downloaded
The Beginning of the End;Headache;The Head Hurts but the Heart Knows the Truth;2023-05-31;265260;;['spoken word'];The Beginning of the End;https://www.youtube.com/watch?v=IYRmjFUm0f0&pp=ygUhVGhlIEJlZ2lubmluZyBvZiB0aGUgRW5kIEhlYWRhY2hl;True
That Thing with the Rabbit;Headache;The Head Hurts but the Heart Knows the Truth;2023-05-31;237740;;['spoken word'];Headache - That Thing with the Rabbit;https://www.youtube.com/watch?v=s5BsP8eRqUE&pp=ygUjVGhhdCBUaGluZyB3aXRoIHRoZSBSYWJiaXQgSGVhZGFjaGU%3D;True
The Pavement is my Pillow Talk;Headache;The Head Hurts but the Heart Knows the Truth;2023-05-31;174735;;['spoken word'];The Pavement is my Pillow Talk;https://www.youtube.com/watch?v=636nDdXb3Eg&pp=ygUnVGhlIFBhdmVtZW50IGlzIG15IFBpbGxvdyBUYWxrIEhlYWRhY2hl;True
Business Opportunities;Headache;The Head Hurts but the Heart Knows the Truth;2023-05-31;308500;;['spoken word'];Business Opportunities;https://www.youtube.com/watch?v=FpPXKRbKrFk&pp=ygUfQnVzaW5lc3MgT3Bwb3J0dW5pdGllcyBIZWFkYWNoZQ%3D%3D;True
Truisms 4 Dummies;Headache;The Head Hurts but the Heart Knows the Truth;2023-05-31;241500;;['spoken word'];Truisms 4 Dummies;https://www.youtube.com/watch?v=RKPvBwkzM04&pp=ygUaVHJ1aXNtcyA0IER1bW1pZXMgSGVhZGFjaGU%3D;True
Bucket Listener;Headache;The Head Hurts but the Heart Knows the Truth;2023-05-31;188721;;['spoken word'];Bucket Listener;https://www.youtube.com/watch?v=nqNElSuEBgs&pp=ygUYQnVja2V0IExpc3RlbmVyIEhlYWRhY2hl;True
Mission Impossible III;Headache;The Head Hurts but the Heart Knows the Truth;2023-05-31;208500;;['spoken word'];Mission Impossible III;https://www.youtube.com/watch?v=mMpD4V0Etxs&pp=ygUfTWlzc2lvbiBJbXBvc3NpYmxlIElJSSBIZWFkYWNoZQ%3D%3D;True
The Party that Never Ends;Headache;The Head Hurts but the Heart Knows the Truth;2023-05-31;213500;;['spoken word'];Headache - The Party that Never Ends;https://www.youtube.com/watch?v=5n4fcAR8zZ8&pp=ygUiVGhlIFBhcnR5IHRoYXQgTmV2ZXIgRW5kcyBIZWFkYWNoZQ%3D%3D;True
