name;artist;album;release_date;duration_ms;popularity;genres;YouTube_Title;YouTube_URL;downloaded
На Дне;Molchat Doma;Этажи;2018-09-07;247408;;['post-punk', 'darkwave', 'cold wave'];Молчат дома - На Дне Official Lyrics Video ENG subtitles (Molchat Doma - Na Dne);https://www.youtube.com/watch?v=haBeRluizqI&pp=ygUY0J3QsCDQlNC90LUgTW9sY2hhdCBEb21h;True
Танцевать;Molchat Doma;Этажи;2018-09-07;202845;;['post-punk', 'darkwave', 'cold wave'];Molchat Doma - Tancevat (Official Music Video) / Молчат Дома - Танцевать;https://www.youtube.com/watch?v=nwBi5YVO004&pp=ygUf0KLQsNC90YbQtdCy0LDRgtGMIE1vbGNoYXQgRG9tYQ%3D%3D;True
Фильмы;Molchat Doma;Этажи;2018-09-07;257290;;['post-punk', 'darkwave', 'cold wave'];Фильмы;https://www.youtube.com/watch?v=nVtSBNvAC7w&pp=ygUZ0KTQuNC70YzQvNGLIE1vbGNoYXQgRG9tYQ%3D%3D;True
Волны;Molchat Doma;Этажи;2018-09-07;261057;;['post-punk', 'darkwave', 'cold wave'];Molchat Doma - Volny (Official Lyrics Video) молчат дома - волны;https://www.youtube.com/watch?v=-6G6AW7oApA&pp=ygUX0JLQvtC70L3RiyBNb2xjaGF0IERvbWE%3D;True
Тоска;Molchat Doma;Этажи;2018-09-07;189003;;['post-punk', 'darkwave', 'cold wave'];Molchat Doma - Toska (dir. by @blood.doves) Official Lyrics Video ENG subtitles;https://www.youtube.com/watch?v=Fg2CvKG39Rc&pp=ygUX0KLQvtGB0LrQsCBNb2xjaGF0IERvbWE%3D;True
Прогноз;Molchat Doma;Этажи;2018-09-07;184894;;['post-punk', 'darkwave', 'cold wave'];Прогноз;https://www.youtube.com/watch?v=yMNoXMl_PZs&pp=ygUb0J_RgNC-0LPQvdC-0LcgTW9sY2hhdCBEb21h;True
Судно (Борис Рижий);Molchat Doma;Этажи;2018-09-07;141394;;['post-punk', 'darkwave', 'cold wave'];Molchat Doma - Sudno (dir. by @blood.doves);https://www.youtube.com/watch?v=91GTuZWCQmY&pp=ygUv0KHRg9C00L3QviAo0JHQvtGA0LjRgSDQoNC40LbQuNC5KSBNb2xjaGF0IERvbWHSBwkJUQkBhyohjO8%3D;True
Коммерсанты;Molchat Doma;Этажи;2018-09-07;229183;;['post-punk', 'darkwave', 'cold wave'];Молчат дома - Коммерсанты Official Lyrics Video ENG subtitles (Molchat Doma - Kommersanty);https://www.youtube.com/watch?v=z09i6kKxZkw&pp=ygUj0JrQvtC80LzQtdGA0YHQsNC90YLRiyBNb2xjaGF0IERvbWE%3D;True
Клетка;Molchat Doma;Этажи;2018-09-07;283485;;['post-punk', 'darkwave', 'cold wave'];Molchat Doma - Kletka (Official Lyrics Video) Молчат Дома - Клетка;https://www.youtube.com/watch?v=c69eHlQrKaY&pp=ygUZ0JrQu9C10YLQutCwIE1vbGNoYXQgRG9tYQ%3D%3D;True
